	vg_image_id	vg_object_id	link_mn	domain	topname	responses	total_responses	split	topname_agreement	jaccard_similarity	raw_responses
12042	2364047	759905	http://object-naming-amore.upf.edu//2364047_759905_seed_ambiguous.png	casa	llit	{'llit': 7, 'llençols': 1, 'cobrellit': 1, 'matalàs': 1}	10	test	0.7	0.25	{'llit': 5, 'llençols, llit': 1, 'cobrellit': 1, 'llit, llençol,': 1, 'matalàs': 1, 'llite': 1}
12047	2364059	2262645	http://object-naming-amore.upf.edu//2364059_2262645_singleton_obj.png	menjar	pizza	{'pizza': 10}	10	test	1.0	1.0	{'pizza': 9, 'pizza, mozzarella, tomàquet, àpat': 1}
12095	2364196	642500	http://object-naming-amore.upf.edu//2364196_642500_singleton_obj.png	gent	esquiador	{'esquiador': 5, 'esquiadora': 3, 'home': 1, 'dona': 1}	10	test	0.5	0.6	{'esquiador': 4, 'esquiadora': 2, 'esquiadora, majora': 1, 'esquiador, hivern': 1, 'home': 1, 'dona': 1}
12141	2364341	2335666	http://object-naming-amore.upf.edu//2364341_2335666_supercat_unique.png	casa	taula	{'taula': 2}	2	test	1.0	1.0	{'pastís': 6, 'taula': 2, 'pastel, coca, tortell': 1, 'pastís, aniversari, ganivet': 1}
12168	2364443	3888875	http://object-naming-amore.upf.edu//2364443_3888875_seed_ambiguous.png	animals_plantes	zebra	"{'zebra': 5, 'ratlles': 1, 'gropa': 1, ""cua d'una zebra"": 1, 'culs de zebra': 1}"	9	test	0.5555555555555556	0.2	"{'zebra': 4, 'raies': 1, 'gropa': 1, 'zebra, cua, cul, ratllada,': 1, 'cua': 1, ""cua d'una cebra"": 1, 'culs de cebra': 1}"
12182	2364476	3431071	http://object-naming-amore.upf.edu//2364476_3431071_seed_ambiguous.png	casa	aixeta	{'aixeta': 1, 'lavabo': 1, 'aixetes': 1}	3	test	0.3333333333333333	0.2	{'pica': 5, 'pica, pedrís, marmol': 1, 'pica, lavabo,': 1, 'aixeta': 1, 'lavabo': 1, 'aixetes': 1}
12222	2364594	2581620	http://object-naming-amore.upf.edu//2364594_2581620_singleton_obj.png	menjar	mostassa	{'mostassa': 6, 'formatge': 1, 'salsa': 1, 'salsitxa de frànkfurt': 1, 'salsitxa': 1}	10	test	0.6	0.3333333333333333	{'mostassa': 4, 'mostassa, formatge': 1, 'formatge': 1, 'salsa': 1, 'mostassaa': 1, 'salsixa de frankfurt': 1, 'saltxitxa': 1}
12261	2364730	639372	http://object-naming-amore.upf.edu//2364730_639372_supercat_unique.png	roba	americana	{'americana': 3, 'jaqueta': 3, 'camisa': 3, 'ratlles': 1}	10	test	0.3	0.5	{'americana': 2, 'jaqueta': 2, 'camisa': 2, 'raies': 1, 'americana, ratlles,': 1, 'xaqueta': 1, 'camisa de ratlles': 1}
12284	2364800	2381943	http://object-naming-amore.upf.edu//2364800_2381943_singleton_obj.png	edificis	escales	{'escales': 3, 'edifici': 2, 'pintada': 1, 'casa': 1}	7	test	0.42857142857142855	0.5	{'escales': 3, 'escala': 3, 'edifici': 2, 'pintada, grafiti': 1, 'casa': 1}
12293	2364829	2135835	http://object-naming-amore.upf.edu//2364829_2135835_supercat_ambiguous.png	gent	nena	{'nena': 7, 'boixa': 1, 'mitges': 1}	9	test	0.7777777777777778	0.14285714285714285	{'nena': 6, 'boixa, garrida': 1, 'nena, esquena, a coll, mitges roses': 1, 'a coll': 1, 'mitges': 1}
12308	2364899	1697576	http://object-naming-amore.upf.edu//2364899_1697576_supercat_unique.png	vehicles	trenet	{'trenet': 5, 'tren': 4, 'tren turístic': 1}	10	test	0.5	0.25	{'trenet': 5, 'tren': 3, 'tren per a passejar': 1, 'tren turistic': 1}
12323	2364953	1764311	http://object-naming-amore.upf.edu//2364953_1764311_supercat_unique.png	animals_plantes	cavall	{'cavall': 10}	10	test	1.0	1.0	{'cavall': 7, 'cavall, egua': 1, 'cavall, carrera, muntar': 1, 'caball': 1}
12361	2365073	757870	http://object-naming-amore.upf.edu//2365073_757870_singleton_obj.png	animals_plantes	vaca	{'vaca': 9, 'ovella': 1}	10	test	0.9	0.5	{'vaca': 8, 'vaca, mirada fixe a càmera': 1, 'ovella': 1}
12380	2365138	2484889	http://object-naming-amore.upf.edu//2365138_2484889_singleton_obj.png	animals_plantes	ocell	{'ocell': 5, 'au': 2, 'pardal': 1, 'ibis': 1, 'bernat pescaire': 1}	10	test	0.5	0.16666666666666666	{'ocell': 5, 'au': 2, 'pardal': 1, 'ibis': 1, 'bernat pescaire, au, mar, escuma': 1}
12395	2365194	757662	http://object-naming-amore.upf.edu//2365194_757662_singleton_obj.png	vehicles	grua	{'grua': 4, 'màquina': 3, 'camió': 2, 'vehicle': 1}	10	test	0.4	0.5	{'camió': 2, 'màquina': 2, 'grua': 2, 'grua, excavadora, camión': 1, 'màquina de grans dimenssions': 1, 'vehicle': 1, 'grúa': 1}
12415	2365279	635374	http://object-naming-amore.upf.edu//2365279_635374_supercat_unique.png	animals_plantes	girafa	{'girafa': 7, 'cap de girafa': 3}	10	test	0.7	0.5	{'girafa': 7, 'cap de girafa': 2, 'cap jirafa': 1}
12426	2365321	635015	http://object-naming-amore.upf.edu//2365321_635015_supercat_unique.png	gent	nena	{'nena': 8, 'boixa': 1, 'persona': 1}	10	test	0.8	0.25	{'nena': 7, 'boixa': 1, 'nena, cabells llargs i samarreta verda': 1, 'persona': 1}
12429	2365333	1851410	http://object-naming-amore.upf.edu//2365333_1851410_supercat_unique.png	casa	tall de pastís	{'tall de pastís': 2, 'pala': 2, 'espàtula': 1, 'estri': 1, 'paleta de pastisseria': 1, 'tros de pastís': 1, 'ració de pastís': 1, 'cullera': 1}	10	test	0.2	0.18181818181818182	{'pala': 2, 'espatula': 1, 'tall de pastís': 1, 'tall de pastís. espàtula': 1, 'estri': 1, 'paleta de pastisseria': 1, 'tros de pastís': 1, 'ració de paatís': 1, 'cullera': 1}
12438	2365369	2355882	http://object-naming-amore.upf.edu//2365369_2355882_singleton_obj.png	gent	home	{'home': 6, 'persona': 2, 'noi': 2}	10	test	0.6	0.5	{'home': 5, 'noi': 2, 'persona somrient mentre neva i en blanc i negra': 1, 'persona': 1, 'home amb paraigua mentre neva': 1}
12500	2365572	2097338	http://object-naming-amore.upf.edu//2365572_2097338_singleton_obj.png	gent	dona	{'dona': 3, 'cara': 2, 'coliflor': 1, 'noia': 1}	7	test	0.42857142857142855	0.5	{'cara': 2, 'dona': 2, 'dona, brocoli': 1, 'bròquil, fàstig, selfie, somriure, humor': 1, 'broquil': 1, 'coliflor': 1, 'noia que menja bròquil': 1, 'bròquil': 1}
12503	2365595	633007	http://object-naming-amore.upf.edu//2365595_633007_singleton_obj.png	animals_plantes	girafa	{'girafa': 9, 'cap de girafa': 1}	10	test	0.9	0.5	{'girafa': 7, 'girafa menjant': 1, 'jirafa': 1, 'cap i coll de girafa': 1}
12508	2365612	2661676	http://object-naming-amore.upf.edu//2365612_2661676_singleton_obj.png	vehicles	barca	{'barca': 9, 'bicicleta': 1}	10	test	0.9	0.0	{'barca': 7, 'barca, xalana': 1, 'barca, bicicleta de carretera,  platja': 1, 'bicicleta': 1}
12520	2365654	1840835	http://object-naming-amore.upf.edu//2365654_1840835_supercat_unique.png	menjar	frànkfurt	{'frànkfurt': 4, 'entrepà': 4, 'salsitxa': 2}	10	test	0.4	0.0	{'frankfurt': 3, 'entrepà': 3, 'salxitxa': 1, 'fràncfurt, quètchup, mostassa': 1, 'salxixa': 1, 'entrepà de frankfurt': 1}
12538	2365720	2545399	http://object-naming-amore.upf.edu//2365720_2545399_supercat_ambiguous.png	gent	nen	{'nen': 9, 'boix': 1}	10	test	0.9	0.5	{'nen': 8, 'boix': 1, 'nen, font.': 1}
12562	2365816	2104696	http://object-naming-amore.upf.edu//2365816_2104696_supercat_unique.png	menjar	pizza	{'pizza': 10}	10	test	1.0	0.5	{'pizza': 9, 'pizza italiana. crosta.': 1}
12594	2365937	2506296	http://object-naming-amore.upf.edu//2365937_2506296_seed_ambiguous.png	gent	noia	{'noia': 3, 'dona': 3, 'al·lota': 1, 'copa': 1, 'senyora': 1}	9	test	0.3333333333333333	0.3333333333333333	{'dona': 3, 'noia': 2, 'al·lota, guiri': 1, 'noia, riure, got buit, selfie': 1, 'copa': 1, 'got': 1, 'senyora': 1}
12598	2365947	631264	http://object-naming-amore.upf.edu//2365947_631264_singleton_obj.png	animals_plantes	vaca	{'vaca': 5, 'ovella': 2, 'vedella': 1, 'be': 1, 'remugant': 1}	10	test	0.5	0.25	{'vaca': 4, 'ovella': 2, 'vedella': 1, 'be': 1, 'vaca, menja': 1, 'remugant': 1}
12660	2366145	630281	http://object-naming-amore.upf.edu//2366145_630281_singleton_obj.png	animals_plantes	zebra	{'zebra': 9, 'animal': 1}	10	test	0.9	0.5	{'zebra': 14, 'animal': 2, 'cebra': 1}
12664	2366157	630162	http://object-naming-amore.upf.edu//2366157_630162_singleton_obj.png	animals_plantes	cavall	{'cavall': 9, 'animal': 1}	10	test	0.9	0.5	{'cavall': 15, 'animal': 2}
12756	2366481	1811814	http://object-naming-amore.upf.edu//2366481_1811814_seed_ambiguous.png	roba	camisa	{'camisa': 8, 'roba': 1, 'cos': 1}	10	test	0.8	0.25	{'camisa': 12, 'roba': 2, 'cos': 1, 'nansa': 1, 'camisa blava': 1}
12774	2366546	627682	http://object-naming-amore.upf.edu//2366546_627682_singleton_obj.png	animals_plantes	cavall	{'cavall': 9, 'animal': 1}	10	test	0.9	0.5	{'cavall': 14, 'animal': 2, 'cavalljirafa': 1}
12781	2366559	1925912	http://object-naming-amore.upf.edu//2366559_1925912_singleton_obj.png	vehicles	cotxe	{'cotxe': 8, 'vehicle': 2}	10	test	0.8	0.5	{'cotxe': 14, 'vehicle': 3}
12794	2366610	1737774	http://object-naming-amore.upf.edu//2366610_1737774_supercat_unique.png	roba	camisa	{'camisa': 6, 'home': 3, 'roba': 1}	10	test	0.6	0.25	{'camisa': 11, 'home': 3, 'roba': 2, 'camisa blanca': 1}
12807	2366635	3041168	http://object-naming-amore.upf.edu//2366635_3041168_singleton_obj.png	casa	torradora	{'torradora': 5, 'taulell': 2, 'electrodomèstic': 1, 'marbre': 1, 'taula': 1}	10	test	0.5	0.4	{'taulell': 5, 'torradora': 4, 'marbre': 2, 'electrodoméstic': 2, 'tostador': 1, 'estateria': 1, 'taulell de cuina': 1, 'taula': 1}
12826	2366687	2238914	http://object-naming-amore.upf.edu//2366687_2238914_singleton_obj.png	animals_plantes	cavall	{'cavall': 9, 'animal': 1}	10	test	0.9	0.5	{'cavall': 15, 'animal': 2}
12834	2366703	626624	http://object-naming-amore.upf.edu//2366703_626624_singleton_obj.png	vehicles	avió	{'avió': 3, 'avioneta': 3, 'transport': 1, 'aeroplà': 1, 'biplà': 1, 'helicòpter': 1}	10	test	0.3	0.3333333333333333	{'avioneta': 6, 'avió': 5, 'transport': 2, 'aeroplà': 1, 'avió, aeronau': 1, 'biplà': 1, 'helicopter': 1}
12944	2367115	1662978	http://object-naming-amore.upf.edu//2367115_1662978_singleton_obj.png	edificis	pont	{'pont': 4, 'barana': 3, 'transport': 1, 'barreres': 1, 'tanca': 1}	10	test	0.4	0.4	{'pont': 7, 'barana': 5, 'transport': 2, 'barreres': 1, 'baranes': 1, 'tanca': 1}
12947	2367127	1735182	http://object-naming-amore.upf.edu//2367127_1735182_singleton_obj.png	casa	llit	{'llit': 8, 'roba': 1, 'gos': 1}	10	test	0.8	0.3333333333333333	{'llit': 14, 'roba': 2, 'gos': 1}
12955	2367150	1933795	http://object-naming-amore.upf.edu//2367150_1933795_supercat_unique.png	edificis	bat	{'bat': 4, 'jugadors': 2, 'beisbol': 1, 'persones': 1, 'jugadors de beisbol': 1}	9	test	0.4444444444444444	0.0	{'bat': 5, 'jugadors': 3, 'valla': 2, 'persones': 2, 'béisbol': 1, 'barana': 1, 'jugadors de beisbol': 1, 'tanca': 1, 'suplents': 1}
13028	2367441	622452	http://object-naming-amore.upf.edu//2367441_622452_seed_ambiguous.png	casa	comandament	{'comandament': 4, 'samarreta': 3, 'camiseta': 1, 'nen': 1, 'catifa': 1}	10	test	0.4	0.16666666666666666	{'samarreta': 5, 'comandament': 4, 'catifa': 2, 'camiseta': 1, 'nen': 1, 'terra': 1, 'consola': 1, 'comandanent': 1, 'estora': 1}
13040	2367486	1832647	http://object-naming-amore.upf.edu//2367486_1832647_singleton_obj.png	casa	vàter	{'vàter': 7, 'sanitari': 1, 'tassa de bany': 1, 'tapa': 1}	10	test	0.7	0.16666666666666666	{'vàter': 6, 'water': 2, 'sanitari': 2, 'tapa': 2, 'vater': 1, 'bany': 1, 'taça de vàter': 1, 'tassa de bany': 1, 'wàter': 1}
13075	2367595	2685596	http://object-naming-amore.upf.edu//2367595_2685596_singleton_obj.png	gent	senyora	{'senyora': 3, 'dona': 2, 'noia': 2, 'animal': 1, 'lectora': 1, 'al·lota': 1}	10	test	0.3	0.14285714285714285	{'dona': 5, 'noia': 4, 'senyora': 3, 'animal': 2, 'lectora': 1, 'dona, persona': 1, 'al·lota': 1}
13140	2367839	620202	http://object-naming-amore.upf.edu//2367839_620202_singleton_obj.png	casa	gats	{'gats': 6, 'animal': 1, 'cobrellit': 1, 'moixos': 1, 'llençol': 1}	10	test	0.6	0.0	{'gats': 8, 'animal': 2, 'llit': 2, 'cobrellit': 2, 'flassada de llit': 1, 'moixos': 1, 'llençol': 1}
13141	2367840	620177	http://object-naming-amore.upf.edu//2367840_620177_singleton_obj.png	animals_plantes	cavall	{'cavall': 9, 'animal': 1}	10	test	0.9	0.5	{'cavall': 14, 'animal': 2, 'cap de cavall': 1}
13149	2367867	3871904	http://object-naming-amore.upf.edu//2367867_3871904_supercat_unique.png	roba	polo	{'polo': 5, 'camiseta': 2, 'samarreta': 2, 'roba': 1}	10	test	0.5	0.2	{'polo': 11, 'camiseta': 2, 'roba': 2, 'samarreta': 2}
13203	2368046	2541274	http://object-naming-amore.upf.edu//2368046_2541274_singleton_obj.png	casa	infant	{'infant': 1, 'persona': 1, 'roba de llit': 1, 'bebè': 1, 'nen': 1}	5	test	0.2	0.0	{'nadó': 6, 'nado': 2, 'persona': 2, 'llit': 2, 'bebe': 1, 'infant': 1, 'roba de llit': 1, 'bebè': 1, 'nen': 1}
13238	2368172	1992788	http://object-naming-amore.upf.edu//2368172_1992788_singleton_obj.png	animals_plantes	girafa	{'girafa': 8, 'cap': 1, 'animal': 1}	10	test	0.8	0.3333333333333333	{'girafa': 10, 'jirafa': 3, 'animal': 2, 'cap': 1, 'girafa, cap': 1}
13257	2368254	3870110	http://object-naming-amore.upf.edu//2368254_3870110_supercat_ambiguous.png	roba	uniforme	{'uniforme': 6, 'camisa': 2, 'roba': 1, 'mariner': 1}	10	test	0.6	0.5	{'camisa': 7, 'uniforme': 6, 'roba': 2, 'mariner': 1, 'uniforme mariner': 1}
13264	2368274	1991443	http://object-naming-amore.upf.edu//2368274_1991443_singleton_obj.png	vehicles	vaixell	{'vaixell': 8, 'embarcació': 1, 'golondrina': 1}	10	test	0.8	0.25	{'vaixell': 12, 'golondrina': 2, 'embarcació': 2, 'baixell': 1}
13274	2368309	618566	http://object-naming-amore.upf.edu//2368309_618566_supercat_unique.png	menjar	hamburguesa	{'hamburguesa': 5, 'entrepà': 3, 'menjar': 1, 'panet': 1}	10	test	0.5	0.75	{'hamburguesa': 7, 'entrepà': 5, 'menjar': 2, 'panet': 1, 'pà': 1, 'hanburguesa': 1}
13403	2368848	2814556	http://object-naming-amore.upf.edu//2368848_2814556_singleton_obj.png	gent	noia	{'noia': 4, 'dona': 3, 'gerra': 1, 'got': 1, 'nina': 1}	10	test	0.4	0.3333333333333333	{'noia': 8, 'dona': 5, 'jerra': 2, 'got': 1, 'nina': 1}
13415	2368882	2119600	http://object-naming-amore.upf.edu//2368882_2119600_supercat_ambiguous.png	roba	jaqueta	{'jaqueta': 2, 'brusa': 1, 'toga': 1, 'roba': 1, 'disfressa': 1, 'mantell': 1, 'uniforme': 1, 'sotana': 1, 'túnica': 1}	10	test	0.2	0.07692307692307693	{'jaqueta': 4, 'toga': 3, 'roba': 2, 'sotana': 2, 'brusa': 1, 'disfressa': 1, 'mantell': 1, 'uniforme': 1, 'vestit': 1, 'tunica': 1}
13438	2368977	3865953	http://object-naming-amore.upf.edu//2368977_3865953_singleton_obj.png	animals_plantes	girafa	{'girafa': 8, 'mamífer': 1, 'animal': 1}	10	test	0.8	0.3333333333333333	{'girafa': 12, 'animal': 2, 'jirafa': 2, 'mamifer': 1}
13459	2369045	1809072	http://object-naming-amore.upf.edu//2369045_1809072_seed_ambiguous.png	casa	cortina	{'cortina': 3, 'túnica': 1, 'ulleres': 1, 'pacient': 1, 'cortines': 1}	7	test	0.42857142857142855	0.16666666666666666	{'cortina': 8, 'home': 3, 'ulleres': 2, 'tunica': 1, 'pacient': 1, 'fular': 1, 'cortines': 1}
13525	2369293	612544	http://object-naming-amore.upf.edu//2369293_612544_singleton_obj.png	animals_plantes	gat	{'gat': 7, 'moix': 2, 'animal': 1}	10	test	0.7	0.3333333333333333	{'gat': 13, 'animal': 2, 'moix': 2}
13554	2369413	1764572	http://object-naming-amore.upf.edu//2369413_1764572_singleton_obj.png	animals_plantes	cavall	{'cavall': 8, 'equitació': 1, 'animal': 1}	10	test	0.8	0.3333333333333333	{'cavall': 14, 'animal': 2, 'equitació': 1}
13557	2369420	611549	http://object-naming-amore.upf.edu//2369420_611549_supercat_unique.png	edificis	pont	{'pont': 9, 'vies': 1}	10	test	0.9	0.5	{'pont': 13, 'via': 1, 'víes': 1, 'pont metal·lic': 1, 'baranes': 1}
13562	2369433	611383	http://object-naming-amore.upf.edu//2369433_611383_singleton_obj.png	casa	plàtans	{'plàtans': 3, 'fruita': 2, 'bol': 1}	6	test	0.5	0.3333333333333333	{'plàtan': 5, 'fruita': 3, 'bol': 3, 'plàtans': 3, 'platan': 2, 'platans': 1}
13638	2369740	2366573	http://object-naming-amore.upf.edu//2369740_2366573_singleton_obj.png	vehicles	iot	{'iot': 7, 'vaixell': 2, 'embarcació': 1}	10	test	0.7	0.6666666666666666	{'iot': 10, 'vaixell': 5, 'embarcació': 2}
13698	2369942	607806	http://object-naming-amore.upf.edu//2369942_607806_seed_ambiguous.png	animals_plantes	girafa	{'girafa': 8, 'animal': 1, 'girafes': 1}	10	test	0.8	0.6666666666666666	{'girafa': 10, 'girafes': 3, 'animal': 2, 'jirafa': 2}
13763	2370191	2057037	http://object-naming-amore.upf.edu//2370191_2057037_seed_ambiguous.png	gent	nen	{'nen': 4, 'noi': 3, 'xic': 1, 'persona': 1, 'al·lot': 1}	10	test	0.4	0.16666666666666666	{'noi': 7, 'nen': 6, 'persona': 2, 'xic': 1, 'al·lot': 1}
13812	2370342	604899	http://object-naming-amore.upf.edu//2370342_604899_singleton_obj.png	animals_plantes	gos	{'gos': 8, 'animal': 1, 'ca': 1}	10	test	0.8	0.3333333333333333	{'gos': 13, 'animal': 2, 'ca': 1, 'goscob': 1}
13823	2370378	2672934	http://object-naming-amore.upf.edu//2370378_2672934_seed_ambiguous.png	casa	taula	{'taula': 8}	8	test	1.0	0.5	{'taula': 12, 'teclat': 3, 'escriptori': 2}
13846	2370485	2425811	http://object-naming-amore.upf.edu//2370485_2425811_singleton_obj.png	casa	banc	{'banc': 10}	10	test	1.0	0.5	{'banc': 17}
13857	2370518	741684	http://object-naming-amore.upf.edu//2370518_741684_supercat_unique.png	roba	jersei	{'jersei': 6, 'collar': 2, 'roba': 1, 'collaret': 1}	10	test	0.6	0.16666666666666666	{'jersei': 8, 'collaret': 3, 'collar': 3, 'roba': 2, 'jersey': 1}
13872	2370581	3857971	http://object-naming-amore.upf.edu//2370581_3857971_singleton_obj.png	vehicles	avió	{'avió': 8, 'transport públic': 1, 'llit': 1}	10	test	0.8	0.3333333333333333	{'avió': 11, 'transport públic': 2, 'avio': 2, 'mar': 1, 'avió de passatgers': 1}
13901	2370695	741368	http://object-naming-amore.upf.edu//2370695_741368_supercat_unique.png	roba	camisa	{'camisa': 5, 'jaqueta': 2, 'túnica': 1, 'bolígraf': 1, 'vestit': 1}	10	test	0.5	0.42857142857142855	{'camisa': 10, 'vestit': 2, 'bolígraf': 2, 'jaqueta': 2, 'túnica': 1}
13927	2370780	2499144	http://object-naming-amore.upf.edu//2370780_2499144_singleton_obj.png	vehicles	tren	{'tren': 5, 'metro': 2, 'vagó': 1, 'transport públic': 1, 'vagons': 1}	10	test	0.5	0.2	{'tren': 8, 'vagons': 3, 'transport públic': 2, 'metro': 2, 'vagó': 1, 'caravana': 1}
13931	2370791	3104884	http://object-naming-amore.upf.edu//2370791_3104884_singleton_obj.png	casa	pica	{'pica': 6, 'aigüera': 2, 'menjar': 1, 'aixeta': 1}	10	test	0.6	0.25	{'pica': 10, 'aigüera': 3, 'menjar': 2, 'aixeta': 1, 'taulell': 1}
13944	2370840	740907	http://object-naming-amore.upf.edu//2370840_740907_singleton_obj.png	casa	llit	{'llit': 9, 'flassada': 1}	10	test	0.9	0.5	{'llit': 15, 'flassada': 1, 'llitmoble': 1}
13971	2370947	1990340	http://object-naming-amore.upf.edu//2370947_1990340_singleton_obj.png	edificis	casa	{'casa': 2, 'edifici': 1, 'arbres': 1}	4	test	0.5	0.6666666666666666	{'arbre': 8, 'casa': 5, 'abre': 1, 'edifici': 1, 'arbres': 1, 'tronc': 1}
13988	2371014	3855438	http://object-naming-amore.upf.edu//2371014_3855438_supercat_unique.png	roba	americana	{'americana': 4, 'vestit': 3, 'trage': 2, 'roba': 1}	10	test	0.4	0.14285714285714285	{'americana': 7, 'traje': 3, 'roba': 2, 'trage': 1, 'tratje': 1, 'tratge': 1, 'vestit jaqueta': 1, 'corbata': 1}
13992	2371025	1776405	http://object-naming-amore.upf.edu//2371025_1776405_seed_ambiguous.png	casa	menjar	{'menjar': 5, 'esmorzar': 1, 'salsitxa de frankfurt': 1, 'frànkfurt': 1, 'taula': 1}	9	test	0.5555555555555556	0.16666666666666666	{'menjar': 9, 'taula': 3, 'esmorzar': 1, 'salsitxa de frankfurt': 1, 'entrepà': 1, 'frankfurt': 1, 'samarreta': 1}
14020	2371119	3855193	http://object-naming-amore.upf.edu//2371119_3855193_singleton_obj.png	animals_plantes	gos	{'gos': 7, 'ca': 2, 'animal': 1}	10	test	0.7	0.3333333333333333	{'gos': 13, 'animal': 2, 'ca': 2}
14045	2371217	599021	http://object-naming-amore.upf.edu//2371217_599021_supercat_unique.png	casa	menjar	{'menjar': 1, 'taula': 1}	2	test	0.5	0.3333333333333333	{'pizza': 13, 'menjar': 2, 'taula': 1, 'taulell': 1}
14101	2371395	739627	http://object-naming-amore.upf.edu//2371395_739627_singleton_obj.png	edificis	casa	{'casa': 8, 'edifici': 1, 'construcció': 1}	10	test	0.8	0.3333333333333333	{'casa': 14, 'construcció': 2, 'edifici': 1}
14106	2371402	2077815	http://object-naming-amore.upf.edu//2371402_2077815_seed_ambiguous.png	casa	calaixera	{'calaixera': 3, 'moble': 3, 'calaixos': 1, 'armari': 1, 'còmoda': 1, 'calaixeres': 1}	10	test	0.3	0.25	{'calaixera': 5, 'moble': 4, 'armari': 2, 'calaixos': 1, 'caleixera': 1, 'còmoda': 1, 'calaixeres': 1, 'mobleha': 1, 'tocador': 1}
14107	2371403	597882	http://object-naming-amore.upf.edu//2371403_597882_singleton_obj.png	gent	nen	{'nen': 8, 'jugador': 1, 'batedor': 1}	10	test	0.8	0.3333333333333333	{'nen': 7, 'jugador, equipament, esport': 1, 'batejador': 1, 'nen amb bat jugant a beisbol': 1}
14148	2371590	739103	http://object-naming-amore.upf.edu//2371590_739103_singleton_obj.png	vehicles	avió	"{'avió': 6, 'aeronau': 1, 'jet': 1, ""motor d'avió"": 1, 'avió militar': 1}"	10	test	0.6	0.4	{'avió': 4, 'aeronau': 1, 'avió, aeronau': 1, 'jet': 1, 'motor d’avió': 1, 'davant d’avió amb treballadors': 1, 'avió militar': 1}
14166	2371657	1704275	http://object-naming-amore.upf.edu//2371657_1704275_supercat_unique.png	casa	banyera	{'banyera': 2}	2	test	1.0	1.0	{'gat': 6, 'banyera': 2, 'gat bevent al vàter': 1, 'gat assedegat': 1}
14173	2371671	2729156	http://object-naming-amore.upf.edu//2371671_2729156_seed_ambiguous.png	casa	escriptori	"{'escriptori': 6, ""teclat d'ordinador"": 2, 'taula de treball': 1, 'taula': 1}"	10	test	0.6	0.5	{'escriptori': 6, 'taula de treball': 1, 'taula': 1, 'teclat d’ordinador': 1, 'teclat d’ordinador i molts cables': 1}
14177	2371680	738759	http://object-naming-amore.upf.edu//2371680_738759_supercat_unique.png	casa	banc	{'banc': 8, 'respatller': 2}	10	test	0.8	0.3333333333333333	{'banc': 7, 'banc,': 1, 'respatller d’un banc': 1, 'respatller d’un banc de fusta': 1}
14180	2371692	1869380	http://object-naming-amore.upf.edu//2371692_1869380_singleton_obj.png	animals_plantes	girafa	{'girafa': 10}	10	test	1.0	1.0	{'girafa': 7, 'jirafa, animal': 1, 'girafa en fons d’arbres': 1, 'jirafa': 1}
14183	2371704	738722	http://object-naming-amore.upf.edu//2371704_738722_seed_ambiguous.png	casa	gerro	{'gerro': 4, 'gerra': 3, 'àmfora': 1, 'vas': 1, 'ceràmica': 1}	10	test	0.4	0.6	{'gerro': 4, 'gerra': 2, 'àmfora': 1, 'jerra, ceràmica': 1, 'vas': 1, 'ceràmica antiga': 1}
14196	2371755	2438584	http://object-naming-amore.upf.edu//2371755_2438584_supercat_unique.png	menjar	pastís	"{'pastís': 6, ""pastís d'aniversari"": 4}"	10	test	0.6	0.5	"{'pastís': 6, 'pastís d’aniversari': 2, 'pastís d aniversari': 1, ""pastís d'aniversari"": 1}"
14212	2371817	1961135	http://object-naming-amore.upf.edu//2371817_1961135_singleton_obj.png	casa	escriptori	{'escriptori': 4, 'pantalles': 3, 'taula': 2}	9	test	0.4444444444444444	0.6666666666666666	{'escriptori': 4, 'pantalles': 2, 'taula, despatx': 1, 'teclat': 1, 'taula': 1, 'pantalles de televisió, d’ordinador…': 1}
14255	2371995	2512648	http://object-naming-amore.upf.edu//2371995_2512648_supercat_unique.png	roba	frac	{'frac': 4, 'telèfon': 1, 'vestit': 1, 'home': 1, 'americana': 1, 'senyor': 1, 'esmòquing': 1}	10	test	0.4	0.25	{'frac': 3, 'telèfon': 1, 'vestit, frac': 1, 'home': 1, 'frac, americana, jaqué': 1, 'americana, jaquè, frac i molta panxa': 1, 'senyor gras': 1, 'esmòquing': 1}
14309	2372173	593540	http://object-naming-amore.upf.edu//2372173_593540_supercat_unique.png	menjar	entrepà	{'entrepà': 8, 'pastís': 2}	10	test	0.8	0.2	{'entrepà': 8, 'pastís': 1, 'pastis': 1}
14353	2372326	1715897	http://object-naming-amore.upf.edu//2372326_1715897_singleton_obj.png	gent	esquiador	{'esquiador': 6, 'esquiadora': 3}	9	test	0.6666666666666666	0.2	{'esquiador': 6, 'esquiadora': 3, 'esquí, competició': 1}
14360	2372345	2153653	http://object-naming-amore.upf.edu//2372345_2153653_supercat_unique.png	animals_plantes	ovella	{'ovella': 6, 'xai': 3, 'be': 1}	10	test	0.6	0.3333333333333333	{'ovella': 6, 'xai': 2, 'be': 1, 'xai adult': 1}
14411	2372521	736256	http://object-naming-amore.upf.edu//2372521_736256_supercat_unique.png	casa	dinar	{'dinar': 3, 'taula': 3, 'menjar': 1, 'esmorzar': 1, 'plat': 1, 'menú': 1}	10	test	0.3	0.16666666666666666	{'taula': 3, 'dinar': 2, 'menjar': 1, 'esmorzar': 1, 'plat': 1, 'menú': 1, 'a punt de dinar': 1}
